time?expected
50.1?7.039601158609868
50.1?7.040735247011279
50.1?7.04265066184694
50.1?7.045082660057038
50.1?7.047865493022288
50.1?7.050888372232493
50.1?7.054073680909184
50.1?7.057365137808093
50.1?7.060720903369765
50.1?7.064109329744349
50.1?7.067506204593586
50.1?7.070892881214678
50.1?7.074254959890704
50.1?7.077581327937966
50.1?7.08086344313339
50.1?7.084094788441091
50.1?7.0872704510412925
50.1?7.0903867937846154
50.1?7.093441196680828
50.1?7.096431852224898
50.1?7.099357602562419
50.1?7.102217809440171
50.1?7.105012250010674
50.1?7.1077410331265725
50.1?7.1104045319386096
50.1?7.1130033295091035
50.1?7.115538174845195
50.1?7.118009947294551
50.1?7.120419627667423
50.1?7.12276827478048
50.1?7.125057006379595
50.1?7.127286983606329
50.1?7.129459398337729
50.1?7.131575462860504
50.1?7.13363640144547
50.1?7.13564344347207
50.1?7.137597817819945
50.1?7.139500748298389
50.1?7.1413534499278875
50.1?7.143157125922683
50.1?7.1449129652514465
50.1?7.146622140675714
50.1?7.148285807184088
50.1?7.149905100754927
50.1?7.151481137392342
50.1?7.153015012389974
50.1?7.154507799784982
50.1?7.155960551971118
50.1?7.402120563068998
50.1?7.3833632725278
50.1?7.370891379915883
50.1?7.36110103039324
50.1?7.35294931954104
50.1?7.345917609855752
50.1?7.33970998036404
50.1?7.334138304448748
50.1?7.329074455134384
50.1?7.324426635130658
50.1?7.320126505621179
50.1?7.31612167221044
50.1?7.312371040704777
50.1?7.308841799832553
50.1?7.3055073733098705
50.1?7.302345976808357
50.1?7.299339569143362
50.1?7.296473070739406
50.1?7.293733769685975
50.1?7.291110863345249
50.1?7.288595100262773
50.1?7.286178497718177
50.1?7.283854117177028
50.1?7.28161588459105
50.1?7.279458445763856
50.1?7.277377049341705
50.1?7.275367451703884
50.1?7.273425839305898
50.1?7.271548764995547
50.1?7.269733095561952
50.1?7.267975968348992
50.1?7.266274755209467
50.1?7.264627032424544
50.1?7.263030555487308
50.1?7.261483237865971
50.1?7.259983133034357
50.1?7.258528419194256
50.1?7.25711738622357
50.1?7.255748424471774
50.1?7.254420015094423
50.1?7.253130721675003
50.1?7.251879182927915
50.1?7.250664106313269
50.1?7.249484262423854
50.1?7.248338480028963
50.1?7.24722564167927
50.1?7.2461446797931535
50.1?7.245094573157789
50.1?7.244074343789249
50.1?7.243083054104525
50.1?7.242119804365748
50.1?7.486407837846739
50.1?7.465037095648128
50.1?7.450134916538538
50.1?7.4380287927393685
50.1?7.427654231431
50.1?7.4184808545548595
50.1?7.41020525710998
50.1?7.402633939809191
50.1?7.395634612512707
50.1?7.389112072945059
50.1?7.382995087172447
50.1?7.377228726728698
50.1?7.371769629774798
50.1?7.366582921139466
50.1?7.361640121621146
50.1?7.356917675069125
50.1?7.352395878209043
50.1?7.348058083481515
50.1?7.343890093383029
50.1?7.3398796930614765
50.1?7.336016285108373
50.1?7.332290601339711
50.1?7.328694473456313
50.1?7.325220649277568
50.1?7.321862644590543
50.1?7.318614623051415
50.1?7.3154712983269246
50.1?7.312427853966139
50.1?7.3094798774764165
50.1?7.306623305828747
50.1?7.3038543801971265
50.1?7.301169608187013
50.1?7.298565732160395
50.1?7.2960397025420445
50.1?7.293588655210721
50.1?7.291209892252699
50.1?7.288900865493421
50.1?7.286659162333469
50.1?7.284482493503507
50.1?7.282368682423871
50.1?7.280315655911589
50.1?7.278321436023772
50.1?7.27638413286354
50.1?7.274501938204931
50.1?7.272673119817723
50.1?7.270896016393168
50.1?7.269169032987929
50.1?7.267490636916891
50.1?7.2658593540365075
50.1?7.2642737653693725
50.1?7.262732504028202
50.1?7.506572674801847
50.1?7.484576681210938
50.1?7.469093073533853
50.1?7.4564329185217755
50.1?7.445526558194923
50.1?7.435840805469795
50.1?7.427070464716604
50.1?7.419020751176349
50.1?7.411558378622514
50.1?7.404587330095766
50.1?7.39803567897121
50.1?7.391847890477779
50.1?7.385980060218731
50.1?7.380396819215442
50.1?7.375069232977597
50.1?7.369973321433429
50.1?7.3650889836437745
50.1?7.360399196901616
50.1?7.3558894082698485
50.1?7.351547065020355
50.1?7.347361247722913
50.1?7.3433223806453665
50.1?7.339422001267449
50.1?7.335652575541442
50.1?7.332007348899797
50.1?7.328480225417334
50.1?7.325065669294904
50.1?7.321758624139779
50.1?7.31855444650559
50.1?7.315448850908652
50.1?7.312437864118898
50.1?7.309517786975431
50.1?7.3066851623300675
50.1?7.3039367480001305
50.1?7.301269493831356
50.1?7.298680522145887
50.1?7.296167110989016
50.1?7.293726679699056
50.1?7.291356776413312
50.1?7.289055067194409
50.1?7.286819326518428
50.1?7.284647428912619
50.1?7.282537341567801
50.1?7.280487117780932
50.1?7.278494891107906
50.1?7.276558870126797
50.1?7.2746773337280946
50.1?7.272848626861979
50.1?7.271071156683675
50.1?7.269343389047053
50.1?7.2676638453041225
50.1?7.511396870217568
50.1?7.489251292658285
50.1?7.473628585114595
50.1?7.460835884734446
50.1?7.449802297833032
50.1?7.439993965299861
50.1?7.431105263117663
50.1?7.42294109899294
50.1?7.415367948396756
50.1?7.408289599465921
50.1?7.401633959857078
50.1?7.395345349747615
50.1?7.389379734940054
50.1?7.38370162831801
50.1?7.378281986468558
50.1?7.373096727901694
50.1?7.36812565654154
50.1?7.363351659931348
50.1?7.358760100100647
50.1?7.354338343488417
50.1?7.350075393624482
50.1?7.345961601199392
50.1?7.34198843330392
50.1?7.33814828845695
50.1?7.334434347411766
50.1?7.3308404521414054
50.1?7.327361007164942
50.1?7.323990898686407
50.1?7.320725428006478
50.1?7.31756025642182
50.1?7.314491359408733
50.1?7.311514988339923
50.1?7.308627638336759
50.1?7.305826021137529
50.1?7.303107042081772
50.1?7.300467780485202
50.1?7.297905472818282
50.1?7.295417498212427
50.1?7.29300136590642
50.1?7.290654704316932
50.1?7.288375251474289
50.1?7.286160846610981
50.1?7.284009422727772
50.1?7.281918999992631
50.1?7.279887679852385
50.1?7.277913639757085
50.1?7.275995128413479
50.1?7.274130461497451
50.1?7.272318017766384
50.1?7.270556235521402
50.1?7.268843609377113
50.1?7.512551000932033
50.1?7.490369637207457
50.1?7.4747136516938
50.1?7.4618892414286675
50.1?7.450825217099678
50.1?7.440987558821959
50.1?7.43207054009168
50.1?7.423878995041411
50.1?7.416279342131222
50.1?7.409175322869521
50.1?7.4024948052667945
50.1?7.396182074798599
50.1?7.390193066214181
50.1?7.384492264134122
50.1?7.379050599087068
50.1?7.373843965319924
50.1?7.368852143996493
50.1?7.364058001188484
50.1?7.359446878582214
50.1?7.355006123278365
50.1?7.350724720375879
50.1?7.346593002962818
50.1?7.3426024212902465
50.1?7.338745357744418
50.1?7.335014977604905
50.1?7.331405107987639
50.1?7.327910139133545
50.1?7.324524943513618
50.1?7.321244809209934
50.1?7.318065384786997
50.1?7.314982633449721
50.1?7.311992794736569
50.1?7.30909235234998
50.1?7.306278007004379
50.1?7.303546653391743
50.1?7.300895360539009
50.1?7.298321354970361
50.1?7.295822006198199
50.1?7.293394814155304
50.1?7.291037398252003
50.1?7.288747487799415
50.1?7.286522913586184
50.1?7.284361600433512
50.1?7.282261560583657
50.1?7.280220887801739
50.1?7.278237752090805
50.1?7.276310394936502
50.1?7.274437125011194
50.1?7.2726163142784195
50.1?7.270846394447644
50.1?7.269125853736867
50.1?7.512827112819175
50.1?7.49063718768512
50.1?7.4749732408175396
50.1?7.462141244343949
50.1?7.451069938226628
50.1?7.441225264117368
50.1?7.432301470993659
50.1?7.4241033753863945
50.1?7.416497382116449
50.1?7.409387221536948
50.1?7.402700752173511
50.1?7.396382251199698
50.1?7.390387645935638
50.1?7.384681414240316
50.1?7.379234480408215
50.1?7.374022732881586
50.1?7.369025947379102
50.1?7.36422698483566
50.1?7.3596111820707115
50.1?7.355165881558479
50.1?7.350880063988543
50.1?7.34674405823778
50.1?7.342749310528559
50.1?7.3388881993875925
50.1?7.335153886392553
50.1?7.33154019510499
50.1?7.328041512349953
50.1?7.324652707312975
50.1?7.321369064913737
50.1?7.318186230670729
50.1?7.315100164853083
50.1?7.312107104168062
50.1?7.309203529586265
50.1?7.306386139184788
50.1?7.303651825108306
50.1?7.300997653922291
50.1?7.298420849771403
50.1?7.2959187798668035
50.1?7.293488941914927
50.1?7.291128953171441
50.1?7.288836540861497
50.1?7.286609533753653
50.1?7.284445854712247
50.1?7.282343514083408
50.1?7.280300603794499
50.1?7.27831529206696
50.1?7.276385818658879
50.1?7.274510490567112
50.1?7.272687678129849
50.1?7.270915811479581
50.1?7.269193377304001
50.1?7.512893169266018
50.1?7.490701195917756
50.1?7.475035344392039
50.1?7.462201533009354
50.1?7.451128484811789
50.1?7.441282132249244
50.1?7.432356718433415
50.1?7.424157055684204
50.1?7.416549545559474
50.1?7.409437915743581
50.1?7.402750022493004
50.1?7.396430140995153
50.1?7.390434196792826
50.1?7.384726666127381
50.1?7.37927847180185
50.1?7.374065500869793
50.1?7.369067527747198
50.1?7.364267412140044
50.1?7.3596504897034425
50.1?7.3552041018047944
50.1?7.350917228078788
50.1?7.346780196394826
50.1?7.34278445201146
50.1?7.338922372532058
50.1?7.335187118648653
50.1?7.331572513072452
50.1?7.3280729418113015
50.1?7.32468327326472
50.1?7.321398791595829
50.1?7.318215141594396
50.1?7.315128282827201
50.1?7.312134451324177
50.1?7.309230127402362
50.1?7.306412008507905
50.1?7.303676986176067
50.1?7.301022126383447
50.1?7.298444652705429
50.1?7.295941931802636
50.1?7.293511460848871
50.1?7.291150856584325
50.1?7.288857845735111
50.1?7.286630256586504
